monthly_gross_income,statutory_deductions,monthly_net_income,declared_living_expenses,minimum_expense_norm,living_expenses_used,existing_debt_repayments,maintenance_obligations,discretionary_income_before_new_credit,requested_credit_amount,loan_term_months,annual_interest_rate_assumption,proposed_installment,remaining_after_proposed_credit,number_existing_credit_accounts,missed_payments_12m,arrears_amount,defaults_history,employment_months,income_variability_pct,savings_amount,credit_utilisation_pct,affordability_pass,synthetic_risk_probability,faircredit_readiness_score,credit_risk
13194.07,709.42,12484.65,6096.45,1792.85,6096.45,1757.99,1002.62,3627.59,22325.36,48,0.2243,708.63,2918.96,0,1,0.0,0,5,19.7,3091.22,41.5,1,0.4712,53,0
51084.71,6535.97,44548.74,15936.24,4978.6,15936.24,11103.2,0.0,17509.3,24762.06,12,0.2341,2334.39,15174.91,4,0,0.0,0,22,11.5,34519.98,46.3,1,0.354,65,0
38438.26,4425.46,34012.8,18324.77,3957.32,18324.77,1497.37,0.0,14190.66,68691.17,36,0.2593,2765.16,11425.5,1,1,0.0,0,22,18.7,16394.14,26.0,1,0.1876,81,1
69366.66,13650.33,55716.33,20194.4,6212.63,20194.4,18884.68,0.0,16637.25,45660.86,12,0.1241,4065.57,12571.68,4,0,9051.61,0,27,8.5,23132.63,100.0,1,0.7687,23,1
21425.76,1304.3,20121.46,8502.19,2533.7,8502.19,3137.87,2192.89,6288.51,22014.89,36,0.1901,807.1,5481.41,0,1,0.0,0,9,4.6,3842.45,74.9,1,0.4125,59,1
3906.84,69.42,3837.42,1774.15,1009.71,1774.15,662.19,0.0,1401.08,1470.44,6,0.1755,257.77,1143.31,0,1,0.0,0,38,16.3,906.44,73.4,1,0.4223,58,0
44545.68,4592.94,39952.74,19318.27,4458.13,19318.27,8628.81,0.0,12005.66,73598.19,36,0.2237,2824.74,9180.92,3,1,0.0,0,9,16.6,6800.02,50.0,1,0.4611,54,0
18654.85,632.49,18022.36,7648.9,2284.32,7648.9,872.13,0.0,9501.33,38769.66,18,0.1464,2412.01,7089.32,0,0,11128.63,0,77,7.7,13289.56,29.3,1,0.283,72,1
23704.92,1887.68,21817.24,9810.47,2738.82,9810.47,2366.26,0.0,9640.51,62980.52,6,0.1902,11086.69,-1446.18,0,2,0.0,0,54,2.6,7332.84,35.3,0,0.8066,19,1
11130.6,400.17,10730.43,2236.89,1607.13,2236.89,1052.88,0.0,7440.66,30036.48,36,0.2042,1122.64,6318.02,1,0,0.0,0,42,0.2,4874.77,19.1,1,0.2108,79,0
14449.18,802.53,13646.65,6511.99,1905.81,6511.99,2687.5,0.0,4447.16,28144.6,18,0.2249,1856.59,2590.57,1,1,0.0,0,37,10.2,3415.11,63.1,1,0.6008,40,0
4424.64,157.07,4267.57,2629.13,1044.66,2629.13,324.99,370.31,943.14,1352.05,60,0.2714,41.4,901.74,0,0,0.0,0,7,7.9,2247.97,36.3,1,0.2996,70,1
13421.63,452.55,12969.08,3438.76,1813.33,3438.76,3034.92,0.0,6495.4,31526.98,12,0.32,3104.57,3390.83,1,0,4053.95,0,11,20.2,20211.09,90.6,1,0.7444,26,0
2516.27,28.25,2488.02,532.14,915.85,915.85,191.24,0.0,1380.93,6875.77,24,0.2296,359.97,1020.96,0,0,0.0,0,20,10.1,1292.39,27.3,1,0.1894,81,0
14550.86,937.93,13612.93,6688.71,1914.96,6688.71,1371.19,0.0,5553.03,8140.25,24,0.1593,398.29,5154.74,1,0,0.0,0,17,29.0,2092.67,48.5,1,0.4187,58,1
35476.21,3276.12,32200.09,10623.43,3714.43,10623.43,7969.22,0.0,13607.44,69196.23,36,0.2401,2715.3,10892.14,4,2,0.0,0,62,17.4,8208.94,46.4,1,0.4394,56,0
13021.48,482.37,12539.11,6131.38,1777.31,6131.38,1793.13,879.82,3734.78,10190.86,36,0.2154,386.79,3347.99,0,0,0.0,0,28,6.9,21991.19,64.4,1,0.2546,75,1
24741.96,1459.3,23282.66,6857.04,2832.16,6857.04,5766.74,0.0,10658.88,51087.32,48,0.2431,1674.29,8984.59,2,1,1260.56,0,57,12.8,7599.93,81.7,1,0.678,32,1
9266.88,314.82,8952.06,3189.84,1439.4,3189.84,597.91,1061.46,4102.85,21961.1,36,0.2274,847.12,3255.73,0,0,0.0,0,22,23.7,6657.23,55.3,1,0.3333,67,1
82184.09,17331.3,64852.79,32229.93,7077.81,32229.93,27102.56,1353.59,4166.71,120000.0,24,0.1676,5919.04,-1752.33,8,1,0.0,0,14,20.6,24262.61,63.0,0,0.9429,6,1
13597.14,703.9,12893.24,6100.54,1829.12,6100.54,376.97,0.0,6415.73,26033.72,12,0.2493,2473.44,3942.29,0,0,0.0,0,35,8.6,664.16,12.9,1,0.228,77,0
8501.45,301.98,8199.47,2837.37,1370.51,2837.37,769.27,0.0,4592.83,21173.02,18,0.2767,1450.59,3142.24,0,2,4748.46,0,62,1.3,1694.49,22.6,1,0.4166,58,0
11481.76,644.64,10837.12,3681.85,1638.74,3681.85,1529.77,646.64,4978.86,29179.71,12,0.2376,2755.9,2222.96,1,2,0.0,1,10,11.5,1972.29,52.6,1,0.794,21,1
6205.53,264.42,5941.11,2293.79,1164.87,2293.79,338.15,553.42,2755.75,7842.7,6,0.2746,1413.8,1341.95,0,1,0.0,0,43,33.6,30103.48,18.4,1,0.1961,80,0
5522.23,168.37,5353.86,2815.15,1118.75,2815.15,562.92,253.94,1721.85,10708.54,48,0.2267,341.27,1380.58,0,1,0.0,0,13,13.7,1358.34,48.3,1,0.6605,34,1
80913.01,17863.15,63049.86,27691.83,6992.01,27691.83,16590.25,0.0,18767.78,120000.0,60,0.1637,2941.51,15826.27,4,1,0.0,0,11,21.5,191844.74,41.8,1,0.4333,57,1
14611.06,652.68,13958.38,5726.2,1920.38,5726.2,2910.88,0.0,5321.3,10370.01,48,0.2373,336.55,4984.75,2,2,0.0,0,30,9.4,21070.84,71.3,1,0.4303,57,1
11421.14,583.7,10837.44,4223.5,1633.28,4223.5,975.69,0.0,5638.25,34214.73,60,0.2201,945.08,4693.17,0,0,0.0,0,41,12.0,6063.56,43.8,1,0.3484,65,0
34583.82,3014.13,31569.69,10418.55,3641.25,10418.55,10072.08,0.0,11079.06,100944.88,6,0.2302,17971.68,-6892.62,4,3,14680.23,0,28,15.0,12369.79,88.1,0,0.9766,2,0
11319.47,553.88,10765.59,3694.42,1624.13,3694.42,561.15,517.75,5992.27,22907.56,60,0.2076,616.67,5375.6,0,0,0.0,0,56,6.2,7041.08,16.5,1,0.1951,80,0
41262.9,4262.23,37000.67,11949.85,4188.94,11949.85,6924.53,0.0,18126.29,66011.89,24,0.208,3385.51,14740.78,4,0,0.0,0,68,16.8,3891.75,32.5,1,0.2111,79,0
9780.81,402.3,9378.51,4361.56,1485.65,4361.56,730.56,0.0,4286.39,2791.71,12,0.2482,265.1,4021.29,0,1,0.0,0,12,7.2,7477.53,35.8,1,0.2303,77,1
22525.91,1992.61,20533.3,11492.3,2632.71,11492.3,3217.32,0.0,5823.68,21487.68,60,0.276,663.8,5159.88,2,0,0.0,0,26,20.8,21210.95,28.8,1,0.2141,79,0
28931.35,2550.8,26380.55,6676.91,3177.75,6676.91,4942.27,2195.16,12566.21,64501.94,24,0.1327,3074.87,9491.34,2,1,0.0,1,68,20.6,113687.34,51.1,1,0.5875,41,1
6721.85,232.28,6489.57,1617.59,1210.35,1617.59,1151.68,0.0,3720.3,15305.47,36,0.2445,604.12,3116.18,1,2,0.0,0,134,23.7,5869.06,88.7,1,0.5775,42,1
15207.81,619.11,14588.7,8972.24,1974.08,8972.24,1812.85,0.0,3803.61,35028.17,24,0.303,1964.02,1839.59,2,2,0.0,0,23,9.7,3112.01,27.8,1,0.421,58,1
57568.69,8263.03,49305.66,19179.32,5416.27,19179.32,9029.81,2630.58,18465.95,45641.57,36,0.2656,1852.54,16613.41,1,0,0.0,0,10,21.4,18646.11,40.7,1,0.2582,74,0
3133.88,37.03,3096.85,1546.96,957.54,1546.96,276.23,0.0,1273.66,4161.82,24,0.2226,216.43,1057.23,0,0,310.07,0,106,7.8,2139.57,46.8,1,0.3157,68,0
4902.22,169.88,4732.34,1815.14,1076.9,1815.14,584.53,0.0,2332.67,6868.85,60,0.2213,190.21,2142.46,0,1,0.0,0,42,21.0,1045.44,53.1,1,0.3914,61,1
14889.81,839.43,14050.38,4420.45,1945.46,4420.45,1879.81,1142.9,6607.22,14310.48,36,0.2168,544.15,6063.07,1,2,3123.36,0,28,15.6,2371.65,58.2,1,0.6537,35,1
11788.35,461.37,11326.98,4240.5,1666.33,4240.5,2237.28,1021.94,3827.26,20831.24,24,0.3078,1173.08,2654.18,2,1,0.0,1,56,13.0,1182.13,71.9,1,0.711,29,1
2786.08,105.22,2680.86,1417.15,934.06,1417.15,84.8,0.0,1178.91,8317.54,36,0.2155,315.73,863.18,0,0,0.0,0,61,21.4,2975.55,8.3,1,0.2393,76,0
20740.03,1573.28,19166.75,7425.12,2471.98,7425.12,1151.24,0.0,10590.39,33638.55,36,0.1731,1204.55,9385.84,0,2,0.0,0,84,5.1,7288.75,11.2,1,0.1503,85,0
17183.95,933.11,16250.84,7434.35,2151.94,7434.35,2954.68,0.0,5861.81,50705.74,60,0.2215,1404.73,4457.08,3,3,0.0,1,23,12.8,4341.78,50.0,1,0.6893,31,0
10357.42,449.94,9907.48,3440.13,1537.55,3440.13,1658.24,0.0,4809.11,7976.57,12,0.1723,728.36,4080.75,1,0,0.0,0,8,18.5,2822.9,42.6,1,0.2797,72,0
9717.26,296.31,9420.95,1893.92,1479.93,1893.92,1645.19,1076.96,4804.88,20352.51,24,0.2584,1094.81,3710.07,1,3,1475.34,0,23,0.0,27220.7,82.9,1,0.5672,43,1
34518.76,3045.23,31473.53,16421.6,3635.92,16421.6,3814.33,0.0,11237.6,13403.19,24,0.1698,662.53,10575.07,1,3,3451.11,0,44,7.3,18723.51,32.1,1,0.2056,79,0
22861.23,1246.27,21614.96,11875.11,2662.89,11875.11,771.0,2268.87,6699.98,59446.26,12,0.32,5853.88,846.1,0,2,0.0,0,29,8.9,12727.07,28.3,1,0.4747,53,0
30203.41,2315.52,27887.89,14125.09,3282.06,14125.09,8111.21,0.0,5651.59,53876.17,36,0.2701,2199.87,3451.72,4,3,0.0,0,23,2.8,165114.02,80.6,1,0.717,28,1
6560.38,186.24,6374.14,1293.68,1195.81,1293.68,418.28,372.12,4290.06,5250.58,24,0.1548,255.78,4034.28,0,0,0.0,0,47,9.6,2521.78,9.2,1,0.1347,87,0
78311.59,13366.37,64945.22,36789.64,6816.41,36789.64,15233.43,0.0,12922.15,89637.75,36,0.2217,3431.22,9490.93,5,0,0.0,0,19,25.7,104102.5,22.8,1,0.1935,81,0
20297.5,1327.92,18969.58,4315.14,2432.15,4315.14,759.34,0.0,13895.1,33154.8,24,0.1456,1600.72,12294.38,0,1,0.0,0,20,17.7,17601.14,26.4,1,0.2779,72,0
4267.7,147.71,4119.99,1596.41,1034.07,1596.41,908.06,0.0,1615.52,7776.46,36,0.2012,289.47,1326.05,2,1,0.0,0,6,7.8,1542.91,51.1,1,0.5359,46,0
41291.16,4367.01,36924.15,16936.27,4191.26,16936.27,6990.82,0.0,12997.06,42224.84,24,0.3004,2361.7,10635.36,2,2,0.0,0,52,18.6,19321.65,40.6,1,0.5499,45,1
15746.79,356.99,15389.8,5486.25,2022.59,5486.25,1316.47,0.0,8587.08,23887.67,12,0.1364,2140.81,6446.27,0,1,4662.57,0,33,21.3,9782.03,39.9,1,0.4813,52,0
3198.76,62.4,3136.36,1621.78,961.92,1621.78,409.14,391.67,713.77,7928.98,18,0.155,496.5,217.27,0,0,2055.39,0,51,4.3,414.48,58.4,1,0.4834,52,0
2051.06,20.51,2030.55,692.83,884.45,884.45,195.73,288.71,661.66,4437.31,48,0.2021,135.53,526.13,1,2,0.0,0,50,14.3,1276.55,25.6,1,0.2213,78,0
19773.0,1036.19,18736.81,9948.83,2384.95,9948.83,1354.39,0.0,7433.59,53323.43,24,0.22,2766.23,4667.36,0,1,0.0,0,20,12.9,29530.19,48.4,1,0.4598,54,0
3405.59,126.05,3279.54,920.21,975.88,975.88,190.14,0.0,2113.52,1278.34,48,0.213,39.79,2073.73,0,0,0.0,0,119,11.4,919.11,30.0,1,0.1118,89,0
8591.62,85.92,8505.7,2732.65,1378.63,2732.65,874.09,0.0,4898.96,22734.66,18,0.1499,1418.18,3480.78,0,0,0.0,0,15,13.0,4827.1,45.1,1,0.3572,64,0
2028.64,22.92,2005.72,621.34,882.93,882.93,358.75,0.0,764.04,5716.0,36,0.12,189.85,574.19,1,0,0.0,0,12,17.3,1888.42,53.9,1,0.2688,73,0
10758.03,505.23,10252.8,3811.28,1573.6,3811.28,1135.58,0.0,5305.94,4929.61,48,0.2798,171.76,5134.18,0,1,0.0,0,11,8.0,5323.38,56.7,1,0.2749,73,1
11021.82,355.22,10666.6,3373.73,1597.34,3373.73,2797.17,1011.74,3483.96,8280.28,24,0.2316,434.32,3049.64,3,1,0.0,0,28,13.3,1683.52,91.0,1,0.6518,35,0
23264.0,1358.54,21905.46,6648.09,2699.14,6648.09,5345.54,0.0,9911.83,67910.97,24,0.1472,3283.88,6627.95,2,0,0.0,0,33,0.0,3548.0,75.9,1,0.6639,34,0
8930.01,490.88,8439.13,2618.16,1409.08,2618.16,1005.16,0.0,4815.81,5773.0,48,0.2054,177.33,4638.48,0,0,0.0,0,64,8.2,14426.75,42.1,1,0.2323,77,0
1211.5,25.99,1185.51,400.0,827.78,827.78,184.59,0.0,173.14,1000.0,36,0.1956,36.94,136.2,1,0,0.0,0,21,0.0,2119.9,40.0,1,0.1683,83,0
16738.28,1023.83,15714.45,8286.89,2111.83,8286.89,3818.83,0.0,3608.73,49149.59,12,0.1468,4428.73,-820.0,3,2,0.0,0,32,9.3,13476.34,63.7,0,0.9212,8,1
8659.56,337.7,8321.86,4174.31,1384.74,4174.31,1001.0,0.0,3146.55,11049.55,12,0.1799,1012.99,2133.56,0,0,0.0,0,44,2.4,8097.31,48.5,1,0.3781,62,1
21574.12,1382.47,20191.65,7723.47,2547.05,7723.47,1690.32,329.73,10448.13,41294.81,6,0.1229,7131.22,3316.91,0,4,0.0,0,125,11.9,5479.57,27.7,1,0.5194,48,1
2096.4,67.61,2028.79,400.0,887.51,887.51,282.73,0.0,858.55,6096.38,18,0.193,392.78,465.77,0,1,0.0,0,80,5.3,4316.94,45.6,1,0.3903,61,1
1933.95,74.09,1859.86,400.0,876.54,876.54,256.05,0.0,727.27,5433.72,36,0.2084,204.27,523.0,0,1,0.0,0,21,6.2,178.06,71.1,1,0.5661,43,0
9883.79,196.78,9687.01,3769.45,1494.92,3769.45,799.37,847.23,4270.96,16136.42,60,0.12,358.95,3912.01,1,0,0.0,0,42,12.8,7335.57,9.3,1,0.1668,83,0
8697.74,293.83,8403.91,4208.66,1388.18,4208.66,944.02,0.0,3251.23,17143.61,6,0.1925,3019.79,231.44,1,0,0.0,0,82,9.0,1732.02,41.3,1,0.4953,50,0
7923.77,253.56,7670.21,3487.95,1318.52,3487.95,663.4,0.0,3518.86,21563.66,18,0.2076,1404.45,2114.41,0,1,1728.82,1,24,13.4,5914.47,40.4,1,0.5141,49,1
27809.1,1999.12,25809.98,11542.64,3085.73,11542.64,4304.67,0.0,9962.67,26028.49,36,0.12,864.52,9098.15,2,0,0.0,0,17,3.0,3322.33,43.9,1,0.2653,73,1
5597.93,207.83,5390.1,1204.01,1123.86,1204.01,610.29,362.55,3213.25,8770.47,60,0.2916,279.25,2934.0,0,0,0.0,0,33,8.5,8733.15,49.3,1,0.3642,64,1
17405.83,972.32,16433.51,7518.94,2171.9,7518.94,667.29,0.0,8247.28,7694.0,36,0.2722,315.0,7932.28,0,1,0.0,0,34,17.3,4626.66,18.0,1,0.2227,78,0
19059.95,1452.11,17607.84,8771.85,2320.78,8771.85,2654.59,0.0,6181.4,11259.66,60,0.2788,349.74,5831.66,1,2,0.0,0,24,13.6,6450.37,54.5,1,0.489,51,0
2609.5,82.83,2526.67,1495.44,922.14,1495.44,590.07,285.11,156.05,1176.12,12,0.1532,106.33,49.72,3,4,1739.57,0,61,10.7,2139.1,73.5,1,0.8744,13,0
21538.1,1637.56,19900.54,10931.33,2543.81,10931.33,5074.86,0.0,3894.35,55579.39,36,0.2868,2319.44,1574.91,2,0,0.0,0,23,2.8,79791.12,84.3,1,0.4264,57,1
5882.35,93.82,5788.53,1589.15,1143.06,1589.15,440.21,0.0,3759.17,6599.58,36,0.1869,240.86,3518.31,0,0,0.0,0,26,2.6,1262.88,30.2,1,0.2123,79,0
10321.93,306.02,10015.91,2330.0,1534.35,2330.0,1132.01,0.0,6553.9,15507.74,60,0.2936,495.63,6058.27,1,1,0.0,0,110,7.1,1474.21,30.1,1,0.1907,81,0
4576.67,81.61,4495.06,2168.96,1054.93,2168.96,419.46,488.51,1418.13,9190.78,60,0.2094,248.34,1169.79,0,1,1627.56,0,12,4.2,1279.27,34.7,1,0.414,59,0
36195.57,3904.11,32291.46,14933.06,3773.42,14933.06,6396.68,0.0,10961.72,101933.77,6,0.1734,17858.61,-6896.89,1,0,0.0,0,52,6.2,75195.61,81.1,0,0.8779,12,1
74891.54,12738.27,62153.27,19831.9,6585.56,19831.9,17809.41,0.0,24511.96,55772.95,60,0.1744,1399.44,23112.52,3,1,0.0,0,71,7.3,19229.73,74.3,1,0.4768,52,1
2673.84,30.76,2643.08,940.43,926.48,940.43,166.76,379.5,1156.39,5004.89,18,0.2892,345.98,810.41,0,0,0.0,0,90,8.6,467.28,57.8,1,0.2666,73,0
12786.86,408.13,12378.73,3569.09,1756.2,3569.09,1075.6,0.0,7734.04,36079.71,36,0.2665,1466.19,6267.85,0,0,0.0,0,80,13.3,545.63,8.8,1,0.2388,76,0
17914.34,1467.93,16446.41,4730.2,2217.67,4730.2,3301.57,0.0,8414.64,19214.27,12,0.149,1733.32,6681.32,0,1,0.0,0,92,4.0,5256.89,61.1,1,0.3517,65,0
5172.65,129.1,5043.55,1805.48,1095.15,1805.48,734.0,0.0,2504.07,13430.67,60,0.2075,361.46,2142.61,0,0,0.0,0,61,5.9,1436.7,64.9,1,0.428,57,0
39904.55,4313.24,35591.31,9334.5,4077.55,9334.5,6322.59,0.0,19934.22,71474.39,18,0.149,4455.67,15478.55,2,1,4748.49,0,35,1.2,28660.36,57.7,1,0.2908,71,0
13237.78,433.1,12804.68,4810.2,1796.78,4810.2,2232.43,978.62,4783.43,24091.3,24,0.242,1276.11,3507.32,0,1,0.0,0,29,11.9,5955.72,75.7,1,0.4695,53,1
45841.89,5750.62,40091.27,18468.04,4564.41,18468.04,4642.99,0.0,16980.24,79180.78,12,0.1628,7194.77,9785.47,1,0,0.0,0,39,19.5,9888.32,49.5,1,0.2962,70,0
77011.05,12836.79,64174.26,34028.24,6728.63,34028.24,20720.15,932.18,8493.69,120000.0,24,0.1978,6094.45,2399.24,5,3,0.0,0,60,14.1,10211.65,49.9,1,0.7173,28,1
4411.71,65.8,4345.91,2251.26,1043.79,2251.26,421.43,0.0,1673.22,8989.06,24,0.2034,458.99,1214.23,0,1,0.0,0,92,0.0,2167.1,34.6,1,0.3539,65,0
5366.14,104.6,5261.54,1187.09,1108.21,1187.09,441.67,447.11,3185.67,2827.27,24,0.3014,158.29,3027.38,0,1,0.0,0,45,0.0,1599.38,44.3,1,0.3299,67,1
21425.07,1378.14,20046.93,4996.19,2533.64,4996.19,2242.44,0.0,12808.3,42923.29,36,0.1388,1464.43,11343.87,1,0,0.0,0,87,31.2,13747.46,49.6,1,0.2487,75,0
3311.33,47.53,3263.8,434.78,969.51,969.51,102.39,0.0,2191.9,9896.43,24,0.1934,500.5,1691.4,0,1,0.0,0,99,17.6,933.14,39.3,1,0.3649,64,0
11332.51,625.23,10707.28,4001.44,1625.31,4001.44,2042.16,660.73,4002.95,11477.19,48,0.2591,386.4,3616.55,0,1,2522.57,1,108,12.3,5241.86,82.7,1,0.7274,27,1
60644.19,9305.82,51338.37,22713.84,5623.86,22713.84,8513.09,0.0,20111.44,46208.66,24,0.2598,2488.93,17622.51,1,0,0.0,0,26,18.8,28460.94,74.8,1,0.4059,59,0
1228.94,13.28,1215.66,400.0,828.95,828.95,182.44,0.0,204.27,2255.27,36,0.1708,80.5,123.77,0,1,0.0,0,85,10.7,469.13,76.9,1,0.6372,36,1
9927.98,464.81,9463.17,4454.09,1498.9,4454.09,1372.28,660.92,2975.88,16182.45,36,0.2444,638.62,2337.26,1,0,0.0,0,57,11.8,4012.16,52.3,1,0.4384,56,1
43113.78,4566.5,38547.28,22091.6,4340.71,22091.6,4099.89,0.0,12355.79,102351.56,24,0.2793,5614.03,6741.76,2,0,0.0,0,35,5.2,44606.32,21.3,1,0.1928,81,0
5029.49,101.4,4928.09,1096.4,1085.49,1096.4,623.38,0.0,3208.31,3131.51,48,0.2577,105.18,3103.13,0,0,0.0,0,35,10.0,2402.1,76.8,1,0.4525,55,1
19901.48,1348.15,18553.33,4711.45,2396.51,4711.45,1530.58,689.49,11621.81,37355.93,18,0.1803,2383.99,9237.82,1,0,0.0,0,15,13.0,10023.87,17.1,1,0.1699,83,0
82429.38,14162.72,68266.66,37046.58,7094.36,37046.58,18667.44,2829.29,9723.35,104986.93,24,0.1969,5327.69,4395.66,3,1,0.0,0,58,10.0,129204.24,72.7,1,0.6271,37,1
16250.09,944.1,15305.99,8217.73,2067.89,8217.73,808.75,0.0,6279.51,10975.61,48,0.1495,305.19,5974.32,0,1,5328.44,1,29,10.5,1466.94,18.4,1,0.5189,48,0
1917.2,23.17,1894.03,400.0,875.41,875.41,488.72,0.0,529.9,1215.14,18,0.1942,78.36,451.54,2,0,0.0,0,40,0.0,2740.33,78.9,1,0.3546,65,1
4738.86,86.62,4652.24,1895.7,1065.87,1895.7,873.06,0.0,1883.48,7050.08,24,0.2036,360.07,1523.41,1,0,0.0,0,5,33.0,11508.74,51.0,1,0.3426,66,0
72369.5,14024.79,58344.71,20920.49,6415.32,20920.49,21053.26,0.0,16370.96,37068.03,36,0.2092,1395.1,14975.86,7,1,0.0,0,25,16.3,59150.22,55.7,1,0.2913,71,0
7184.3,183.15,7001.15,3166.73,1251.97,3166.73,649.13,0.0,3185.29,6615.44,24,0.2339,347.75,2837.54,0,0,0.0,0,71,0.0,1036.54,27.3,1,0.2155,78,0
12991.66,690.39,12301.27,5687.15,1774.63,5687.15,1142.23,0.0,5471.89,13336.24,24,0.2182,690.7,4781.19,0,1,4890.5,0,20,6.7,31998.64,44.2,1,0.3633,64,0
3495.86,89.09,3406.77,1447.26,981.97,1447.26,253.03,0.0,1706.48,4850.99,18,0.1983,313.76,1392.72,0,1,0.0,0,64,0.0,968.29,49.8,1,0.3195,68,0
10343.23,430.12,9913.11,2889.36,1536.27,2889.36,709.08,0.0,6314.67,15968.78,48,0.12,420.52,5894.15,0,1,0.0,1,34,22.4,8446.24,21.6,1,0.4474,55,0
48571.58,5797.12,42774.46,19809.62,4788.25,19809.62,5107.17,765.65,17092.02,22390.45,12,0.2106,2085.54,15006.48,1,2,0.0,0,108,23.5,9674.81,52.8,1,0.3373,66,1
24035.43,1558.72,22476.71,9379.24,2768.57,9379.24,3395.35,0.0,9702.12,13504.36,24,0.2785,740.23,8961.89,0,0,0.0,0,21,13.3,12525.51,52.2,1,0.3911,61,0
79003.12,16123.49,62879.63,37554.55,6863.09,37554.55,26364.33,2455.55,-3494.8,66914.43,24,0.261,3608.35,-7103.15,7,1,0.0,0,38,11.7,76552.28,77.8,0,0.9846,2,1
7923.21,330.68,7592.53,3238.85,1318.47,3238.85,728.62,0.0,3625.06,6815.34,36,0.1334,230.76,3394.3,0,1,0.0,0,55,17.8,1916.62,44.3,1,0.3673,63,0
16095.05,730.91,15364.14,6615.98,2053.93,6615.98,1958.99,0.0,6789.17,40195.98,60,0.2023,1070.0,5719.17,1,1,0.0,0,72,18.5,4872.72,56.5,1,0.5555,44,0
41996.96,4070.96,37926.0,18390.18,4249.13,18390.18,12365.72,1162.13,6007.97,65404.13,36,0.2036,2442.75,3565.22,6,3,0.0,0,13,24.0,15406.72,69.3,1,0.8963,10,1
8281.58,226.71,8054.87,3411.12,1350.72,3411.12,515.86,0.0,4127.89,19989.75,36,0.2342,778.14,3349.75,0,1,0.0,0,81,22.1,4102.38,28.9,1,0.3843,62,0
8211.59,352.12,7859.47,2275.21,1344.42,2275.21,694.91,0.0,4889.35,17775.09,48,0.1988,539.8,4349.55,0,1,0.0,0,58,16.4,1348.21,58.1,1,0.3963,60,1
33729.74,3406.45,30323.29,10238.3,3571.22,10238.3,6526.36,0.0,13558.63,60919.21,36,0.3141,2633.36,10925.27,2,2,0.0,0,70,11.9,8225.01,71.8,1,0.6652,33,0
6414.94,222.36,6192.58,2518.88,1182.72,2518.88,904.48,0.0,2769.22,14927.8,36,0.2112,563.33,2205.89,0,2,0.0,1,16,8.1,295.11,67.4,1,0.7617,24,1
15579.9,515.82,15064.08,3899.18,2007.57,3899.18,1454.17,1544.76,8165.97,5252.36,48,0.12,138.31,8027.66,0,1,0.0,0,23,18.3,5241.29,34.2,1,0.3249,68,0
87582.94,18849.62,68733.32,20402.99,7442.23,20402.99,22219.4,0.0,26110.93,120000.0,24,0.2585,6455.96,19654.97,5,2,0.0,0,48,7.5,48772.65,67.7,1,0.5741,43,1
10049.74,503.95,9545.79,3538.2,1509.86,3538.2,1607.6,0.0,4399.99,22744.82,24,0.2433,1206.26,3193.73,0,2,0.0,0,28,13.5,1500.18,79.3,1,0.5799,42,1
5721.04,167.75,5553.29,2685.8,1132.17,2685.8,185.73,659.27,2022.49,3862.4,24,0.1811,193.04,1829.45,0,0,0.0,0,65,6.9,3220.9,13.3,1,0.1098,89,0
4732.28,213.94,4518.34,1468.92,1065.43,1468.92,391.35,0.0,2658.07,2504.68,36,0.2142,94.91,2563.16,0,0,0.0,0,66,0.3,12193.34,41.4,1,0.173,83,0
8550.76,176.16,8374.6,3393.15,1374.95,3393.15,1036.27,0.0,3945.18,23731.39,48,0.2392,772.67,3172.51,1,1,0.0,0,71,14.0,1387.01,47.6,1,0.4194,58,0
6189.69,219.52,5970.17,3446.92,1163.8,3446.92,440.82,0.0,2082.43,15442.92,12,0.1545,1397.15,685.28,0,0,0.0,0,31,19.3,416.85,24.9,1,0.2967,70,0
13313.06,453.8,12859.26,5012.25,1803.56,5012.25,2331.71,815.81,4699.49,39878.12,12,0.2486,3787.38,912.11,3,1,0.0,0,31,4.0,3243.72,49.4,1,0.4863,51,1
5325.73,198.66,5127.07,1450.61,1105.49,1450.61,678.52,0.0,2997.94,2702.86,18,0.1996,174.99,2822.95,0,1,3098.15,0,17,5.9,2950.75,64.2,1,0.4951,50,0
19505.59,1249.16,18256.43,6485.1,2360.88,6485.1,3240.09,0.0,8531.24,23519.1,24,0.1593,1150.8,7380.44,2,2,0.0,0,16,15.1,4222.13,39.7,1,0.5368,46,1
6002.71,277.44,5725.27,2869.77,1151.18,2869.77,736.96,0.0,2118.54,10759.34,48,0.2258,342.38,1776.16,0,1,3668.46,0,7,8.9,2625.27,56.6,1,0.593,41,1
11085.34,492.02,10593.32,5923.87,1603.06,5923.87,1649.56,0.0,3019.89,15118.92,48,0.1678,434.54,2585.35,0,0,0.0,0,88,13.4,1114.01,59.5,1,0.3421,66,1
6233.03,153.79,6079.24,2497.8,1166.73,2497.8,920.1,0.0,2661.34,3163.03,18,0.2954,219.65,2441.69,1,2,0.0,0,74,14.4,3808.58,78.8,1,0.5677,43,1
15453.49,681.3,14772.19,5875.0,1996.19,5875.0,2700.67,0.0,6196.52,27802.66,36,0.235,1083.55,5112.97,1,1,0.0,0,15,24.7,2997.63,49.5,1,0.5489,45,1
